epoch,q99_norm,AUROC,AUPR
54,0.34452438160777094,0.17166666666666666,0.39409383958093996
55,0.3418409667909145,0.2783333333333333,0.4350058585852934
56,0.3400701479613781,0.2866666666666667,0.44429219568104017
57,0.3414125823974609,0.25166666666666665,0.42199771608950376
58,0.3379433438181877,0.22333333333333336,0.40601528786006474
59,0.3451581022143364,0.26166666666666666,0.4305837309526828
60,0.35327838972210884,0.275,0.43111466166879225
61,0.344856369048357,0.21333333333333335,0.4171860421589444
62,0.3453372871875763,0.18166666666666667,0.40230905804843586
63,0.33643515840172766,0.25,0.4177453106568228
64,0.3648943227529526,0.21666666666666667,0.3832903337863405
65,0.3416847153007984,0.295,0.45161935403053427
66,0.3507308429479599,0.23166666666666663,0.4078676164393597
67,0.33667336642742157,0.32166666666666666,0.44835260547881156
68,0.33889793038368227,0.24833333333333332,0.4315528138791564
69,0.3430322051048279,0.25,0.41903419152988886
70,0.3340142133831978,0.30833333333333335,0.47272984809057356
71,0.3314689116179943,0.28500000000000003,0.46365195068994614
72,0.32825461611151696,0.20666666666666667,0.4015787277065886
73,0.3347216211259365,0.36,0.46907632693511775
74,0.3295164966583252,0.2833333333333333,0.4260107862519233
75,0.3232069697976112,0.27166666666666667,0.4593990641052104
76,0.3289026379585266,0.2633333333333333,0.4330580391896702
77,0.329865358620882,0.29166666666666663,0.45775561457042163
78,0.3306608213484287,0.2816666666666667,0.43793541475402137
79,0.3331840093433857,0.3416666666666667,0.47059340349535034
80,0.345147026181221,0.24166666666666664,0.41855921312459227
81,0.3343866001069546,0.19166666666666665,0.4102005665886314
82,0.336202657520771,0.19666666666666666,0.40108941567543815
83,0.3295036081969738,0.20833333333333331,0.39931548363667435
84,0.14652249164879322,0.6783333333333333,0.7418163866488698
85,0.08521640792489052,0.7183333333333333,0.7943795837023887
86,0.029596070200204848,0.645,0.7648889133803787
87,0.04274810492992401,0.6916666666666667,0.7696872182439283
88,0.03143000928685069,0.7183333333333333,0.8001075560119068
89,0.014606103929691017,0.6733333333333333,0.762620401165803
90,0.024851983040571214,0.7266666666666667,0.8044903592106406
91,0.021977007305249572,0.6583333333333334,0.7748244248556502
92,0.019596916884183885,0.6466666666666667,0.7704525762130343
93,0.01085838109254837,0.6333333333333333,0.7641578319966726
94,0.009480137079954147,0.7466666666666667,0.8219443257891534
95,0.008165180087089538,0.665,0.7621568959789344
96,0.008790553659200668,0.7283333333333333,0.8126367012869969
97,0.006709328219294548,0.685,0.81639992162248
98,0.004489296078681945,0.71,0.7879644565726469
99,0.011454968750476836,0.7416666666666667,0.8184327111480223
100,0.015039726793766021,0.5933333333333333,0.6999174962085117
101,0.011284295320510862,0.65,0.7631785871595712
102,0.006268764585256575,0.7183333333333334,0.7958394549088155
103,0.01217911958694458,0.6325,0.7388811080550253
104,0.016684051603078842,0.7383333333333333,0.7728890989394978
105,0.013703938871622086,0.74,0.7505629093194784
106,0.017168139964342116,0.7716666666666667,0.8098911637542561
107,0.01780725285410881,0.7649999999999999,0.7785899755833006
108,0.0230011610686779,0.7908333333333334,0.8191447241495715
109,0.019945241808891293,0.785,0.8251785990469667
110,0.019044095277786253,0.7975,0.8240179371088121
111,0.00928547292947769,0.7841666666666667,0.8144088370747298
112,0.016883489936590192,0.7966666666666667,0.8246445632915056
113,0.01491214871406555,0.7858333333333334,0.8281536799694849
114,0.006494994759559631,0.6733333333333333,0.7335843709167057
115,0.009332315772771835,0.7125,0.7897606543747943
116,0.009861543327569961,0.7008333333333333,0.7874077519570879
117,0.01841000974178314,0.6441666666666667,0.7222366648655225
118,0.013155682682991027,0.7325,0.7977348337241956
119,0.010724063962697983,0.7708333333333334,0.8013250215168721
