epoch,q99_norm,AUROC,AUPR
0,0.46208373248577117,0.36,0.4399615280937467
1,0.45759193539619447,0.29,0.4122538046842691
2,0.4829521536827087,0.03166666666666666,0.3279015044517879
3,0.4599785202741623,0.15999999999999998,0.35469489163302725
4,0.4790879815816879,0.1383333333333333,0.35743002471882557
5,0.4736768227815628,0.12333333333333335,0.34773565811657725
6,0.4580947655439377,0.43666666666666665,0.5541585823525348
7,0.4652827975153923,0.3583333333333334,0.49277081105732107
8,0.4554310530424118,0.485,0.6241053473813268
9,0.46029767751693723,0.45666666666666667,0.5776638682720586
10,0.4678879028558731,0.445,0.562311263584987
11,0.4524413564801216,0.5233333333333333,0.6752665241193434
12,0.4574167615175247,0.5266666666666667,0.6511331956689179
13,0.46943152546882627,0.4733333333333334,0.5951949643894803
14,0.4687727892398834,0.5833333333333333,0.6497377548368226
15,0.4556687062978744,0.56,0.6605308078160292
16,0.4612684240937233,0.5566666666666666,0.6482084073568599
17,0.4659119901061058,0.5916666666666667,0.6275380471025694
18,0.4412243786454201,0.7766666666666667,0.8490353025651176
19,0.45167596131563187,0.6716666666666667,0.7561608266788785
20,0.4368524929881096,0.7116666666666668,0.8253156551622627
21,0.4456519389152527,0.6466666666666666,0.7223402290087599
22,0.4555020895600319,0.6749999999999999,0.7522082007291424
23,0.4437186682224274,0.6733333333333335,0.7310748021725433
24,0.4496885737776756,0.7116666666666667,0.7674652322988
25,0.4553236857056618,0.58,0.6834960540594143
26,0.4570631894469261,0.7383333333333333,0.7772604890277003
27,0.45996934056282046,0.6233333333333333,0.7013035468494836
28,0.45360599994659423,0.74,0.7728891396987372
29,0.44579791247844697,0.6766666666666667,0.8008053511441917
30,0.44911169946193696,0.69,0.7846668966090345
31,0.45304248183965684,0.785,0.837185190364901
32,0.46197914332151413,0.5716666666666667,0.6633686239996703
33,0.45365652710199356,0.6383333333333333,0.7462150731720556
34,0.46590052634477613,0.38,0.5223877476138267
35,0.4584798637032509,0.6633333333333333,0.7406918570310433
36,0.45553832143545153,0.755,0.7979581500639539
37,0.4577755752205849,0.5883333333333334,0.7084310563347712
38,0.4497787755727768,0.7316666666666667,0.7849716078151108
39,0.45202737718820574,0.6866666666666666,0.7597056590817388
40,0.4503756079077721,0.6916666666666668,0.7960478699589144
41,0.45328611850738526,0.635,0.7150230481329702
42,0.4593692800402641,0.6416666666666667,0.6900336582344501
43,0.45456701546907424,0.67,0.7655383776393073
44,0.46184013068675994,0.655,0.7462387609501321
45,0.4551163682341576,0.625,0.7413235717999097
46,0.4506859216094017,0.7116666666666666,0.815896271492776
47,0.45780082195997235,0.7833333333333332,0.8307238190866411
48,0.4538084542751312,0.765,0.8308973874352212
49,0.4540134918689728,0.7416666666666666,0.8050093721534328
50,0.458672793507576,0.6733333333333333,0.7309364942307663
51,0.45768713533878325,0.7316666666666667,0.7835596161511105
52,0.458219918012619,0.6733333333333333,0.7637011603327009
53,0.4491777011752129,0.7966666666666666,0.8512587961495899
54,0.45999142080545424,0.7050000000000001,0.7762718757083056
55,0.451409775018692,0.7633333333333333,0.8052751711720119
56,0.46621789515018464,0.6066666666666667,0.6843430306632143
57,0.4557979741692543,0.765,0.8318915046598343
58,0.4576593789458275,0.6516666666666667,0.7169649306541148
59,0.45689769357442855,0.6916666666666667,0.7557705696804526
60,0.4584267631173134,0.5316666666666667,0.6552466026948393
61,0.44652021437883377,0.76,0.8231237187373132
62,0.5002530539035797,0.21166666666666664,0.4848330346101637
63,0.5001577091217041,0.8516666666666667,0.9141945482933749
64,0.5004208594560623,0.6133333333333333,0.7383951056974138
65,0.5006031441688538,0.2516666666666667,0.5029771816817301
66,0.5006509155035019,0.41500000000000004,0.6004863593995766
67,0.5006363254785537,0.4208333333333333,0.6082168461515736
68,0.5006371051073074,0.38166666666666665,0.5726129144563454
69,0.5006276148557663,0.4625,0.6317992025283375
70,0.5006101369857788,0.49833333333333335,0.6702689357191234
71,0.5006067669391632,0.5133333333333334,0.6805756099779836
72,0.5005872762203216,0.49333333333333335,0.6690577119680801
73,0.5005973583459854,0.5133333333333334,0.6830371001106932
74,0.5006108474731445,0.5083333333333333,0.679974054137109
75,0.5006001961231231,0.5341666666666667,0.7011406230707247
76,0.500708498954773,0.6816666666666666,0.796931753001708
77,0.5006603473424911,0.66,0.7767502132995802
78,0.5006356936693191,0.6516666666666666,0.7707326702734135
79,0.5006708461046219,0.6133333333333333,0.7573978801849822
80,0.5006971228122711,0.5783333333333334,0.7375430235684866
81,0.5006897449493408,0.6658333333333335,0.7912591609835808
82,0.5006084561347961,0.5916666666666667,0.7528884612033979
83,0.5005918717384339,0.53,0.7038404945298127
84,0.5005953186750411,0.5483333333333333,0.7140890546577902
85,0.5006036120653152,0.5875,0.7469285065066013
86,0.5005858451128006,0.6375000000000001,0.7770095833245201
87,0.5006554794311523,0.6766666666666667,0.7943471811099501
88,0.500621361732483,0.6916666666666667,0.8028309759369918
89,0.5006616878509521,0.7391666666666666,0.8248191234410238
